order_id,user,product,category,qty,unit_price,coupon_applied,ts
3125,clara,starter kit,kits,1,35.61,True,2024-02-24T11:51:38
3126,finn,gizmo y,gizmos,1,23.63,False,2024-01-01T13:22:20
3127,pia,gizmo x,gizmos,1,29.3,False,2024-05-20T14:07:35
3128,clara,widget a,widgets,1,8.92,False,2024-05-21T11:52:30
3129,timo,gizmo x,gizmos,1,33.15,False,2024-06-04T14:49:16
3130,clara,widget b,widgets,3,10.8,False,2024-03-04T13:43:10
3131,lia,widget c,widgets,1,20.79,False,2024-03-05T14:48:33
3132,ana,gizmo y,gizmos,1,25.65,False,2024-02-28T14:44:52
3133,olav,gizmo y,gizmos,1,23.03,False,2024-01-22T13:46:08
3134,mari,gizmo x,gizmos,2,24.67,False,2024-04-17T09:46:21
3135,walt,widget c,widgets,1,17.72,True,2024-05-18T13:02:45
3136,timo,starter kit,kits,1,34.1,False,2024-05-03T18:40:43
3137,mari,widget b,widgets,2,12.86,True,2024-04-03T14:53:07
3138,ravi,gizmo y,gizmos,1,25.39,True,2024-03-22T17:30:29
3139,ana,widget c,widgets,1,20.13,True,2024-06-12T13:50:44
3140,walt,gizmo y,gizmos,1,21.87,True,2024-05-11T11:23:24
3141,gia,widget b,widgets,1,11.89,False,2024-01-05T17:03:29
3142,bruno,addon 2,addons,1,5.01,False,2024-04-11T17:27:35
3143,bruno,widget a,widgets,3,9.58,False,2024-04-22T17:45:08
3144,xena,gizmo y,gizmos,2,20.97,True,2024-06-04T19:08:25
3145,eli,addon 2,addons,1,4.75,False,2024-03-02T19:11:51
3146,bruno,gizmo x,gizmos,1,30.38,True,2024-04-29T11:42:35
3147,bruno,gizmo x,gizmos,2,30.5,True,2024-01-04T14:50:01
3148,hans,pro kit,kits,1,48.65,False,2024-03-07T13:30:58
3149,jo,widget a,widgets,2,9.48,False,2024-01-26T19:36:09
3150,gia,widget a,widgets,1,9.66,False,2024-04-14T20:03:40
3151,hans,addon 2,addons,2,4.98,False,2024-03-15T10:49:21
3152,nils,widget c,widgets,1,19.43,False,2024-03-07T09:16:13
3153,eli,widget b,widgets,1,11.28,True,2024-03-29T14:41:35
3154,ravi,widget a,widgets,1,8.7,False,2024-03-01T09:56:49
3155,mari,gizmo x,gizmos,1,28.43,True,2024-01-09T20:49:30
3156,quin,widget b,widgets,1,11.74,False,2024-04-23T14:42:48
3157,sofia,widget b,widgets,1,12.33,False,2024-01-11T20:49:27
3158,hans,widget c,widgets,1,16.28,False,2024-01-30T12:54:39
3159,yuri,addon 1,addons,1,7.41,False,2024-06-05T18:50:45
3160,uma,addon 2,addons,1,5.18,False,2024-01-09T16:23:05
3161,lia,pro kit,kits,2,51.38,False,2024-02-19T19:16:41
3162,sofia,widget a,widgets,1,9.67,False,2024-02-21T10:50:46
3163,jo,gizmo x,gizmos,1,25.73,True,2024-04-12T20:05:55
3164,ravi,addon 1,addons,1,7.06,False,2024-06-01T16:13:15
3165,jo,addon 2,addons,3,4.49,True,2024-05-24T13:07:55
3166,lia,gizmo x,gizmos,1,25.11,False,2024-03-10T12:32:38
3167,zara,gizmo x,gizmos,2,27.34,False,2024-03-22T14:50:12
3168,jo,widget b,widgets,2,13.45,False,2024-01-25T14:15:16
3169,zara,addon 1,addons,1,6.01,False,2024-02-06T11:27:00
3170,ana,widget b,widgets,1,12.49,True,2024-03-31T14:08:44
3171,dora,widget a,widgets,1,8.84,True,2024-01-24T17:57:27
3172,io,widget b,widgets,1,11.38,False,2024-02-18T12:23:16
3173,walt,widget c,widgets,1,18.23,True,2024-05-27T17:10:22
3174,walt,pro kit,kits,1,46.34,False,2024-04-14T20:41:37
3175,clara,starter kit,kits,1,39.37,False,2024-05-15T13:35:02
3176,walt,widget b,widgets,1,11.6,True,2024-02-13T14:21:15
3177,walt,gizmo y,gizmos,1,24.43,False,2024-06-22T17:13:01
3178,lia,widget a,widgets,2,10.27,False,2024-05-06T16:44:06
3179,zara,starter kit,kits,1,43.16,False,2024-01-19T12:56:24
3180,finn,gizmo y,gizmos,1,23.92,True,2024-06-03T17:38:45
3181,eli,service plan,services,1,17.36,False,2024-02-08T12:37:57
3182,mari,widget a,widgets,1,9.16,True,2024-02-13T11:14:18
3183,mari,pro kit,kits,1,54.28,False,2024-02-17T16:36:57
3184,pia,service plan,services,2,17.06,False,2024-06-06T20:25:03
3185,uma,widget b,widgets,1,10.86,False,2024-02-15T09:26:11
3186,clara,widget b,widgets,1,13.07,False,2024-02-23T14:21:15
3187,gia,pro kit,kits,1,50.54,False,2024-06-10T20:15:28
3188,ana,pro kit,kits,1,46.37,True,2024-06-02T20:39:56
3189,kai,gizmo x,gizmos,1,32.71,False,2024-04-13T13:03:39
3190,timo,gizmo x,gizmos,1,26.57,True,2024-05-10T11:02:03
3191,mari,gizmo x,gizmos,1,26.0,False,2024-03-19T20:49:02
3192,uma,widget c,widgets,2,18.96,False,2024-02-09T10:32:34
3193,nils,starter kit,kits,1,33.55,False,2024-06-17T20:45:02
3194,pia,gizmo x,gizmos,1,29.51,True,2024-03-10T09:17:39
3195,kai,widget c,widgets,1,20.69,True,2024-02-22T13:38:22
3196,xena,pro kit,kits,2,46.02,True,2024-06-12T13:38:32
3197,ana,addon 2,addons,1,5.39,False,2024-03-19T15:20:39
3198,eli,widget a,widgets,2,8.81,True,2024-06-02T12:47:24
3199,walt,gizmo y,gizmos,1,22.97,False,2024-05-27T15:07:02
3200,zara,gizmo x,gizmos,1,27.11,False,2024-02-27T13:02:13
3201,pia,gizmo x,gizmos,1,32.7,False,2024-05-07T18:10:01
3202,vea,gizmo y,gizmos,2,25.5,False,2024-04-18T10:46:04
3203,io,starter kit,kits,1,40.04,False,2024-02-27T12:44:38
3204,kai,widget c,widgets,1,20.71,True,2024-05-29T21:00:49
3205,yuri,gizmo y,gizmos,1,21.35,True,2024-04-17T13:18:05
3206,mari,widget a,widgets,1,9.13,False,2024-06-09T19:18:23
3207,clara,widget b,widgets,1,11.24,False,2024-02-11T17:31:48
3208,ana,widget a,widgets,1,8.87,False,2024-06-28T16:26:28
3209,finn,widget b,widgets,2,13.7,False,2024-02-25T13:38:29
3210,pia,widget b,widgets,1,12.77,False,2024-05-06T17:31:51
3211,clara,starter kit,kits,1,43.79,True,2024-03-23T19:11:41
3212,ravi,widget a,widgets,1,9.13,False,2024-01-13T13:41:48
3213,quin,widget a,widgets,3,8.19,False,2024-04-14T20:10:46
3214,lia,gizmo x,gizmos,1,29.65,False,2024-06-07T13:45:52
3215,mari,widget c,widgets,1,20.06,False,2024-04-13T15:35:38
3216,gia,starter kit,kits,1,33.19,False,2024-06-16T11:04:36
3217,gia,widget a,widgets,1,9.12,False,2024-01-26T21:12:33
3218,clara,widget b,widgets,1,11.71,False,2024-02-28T16:42:08
3219,vea,widget c,widgets,1,19.94,False,2024-03-13T17:05:11
3220,kai,addon 1,addons,2,6.69,False,2024-02-01T14:13:13
3221,pia,widget a,widgets,1,8.69,False,2024-04-04T15:36:10
3222,zara,widget b,widgets,1,10.41,True,2024-03-10T19:26:02
3223,io,widget b,widgets,1,11.12,False,2024-01-13T19:26:34
3224,quin,pro kit,kits,2,41.72,False,2024-05-31T15:01:59
3225,gia,gizmo y,gizmos,3,20.52,False,2024-06-01T16:27:20
3226,bruno,pro kit,kits,1,45.25,True,2024-06-09T11:18:23
3227,jo,gizmo y,gizmos,1,21.93,False,2024-01-12T09:48:20
3228,zara,widget a,widgets,1,9.64,True,2024-06-27T20:26:01
3229,yuri,widget b,widgets,1,12.6,True,2024-05-20T19:20:54
3230,clara,pro kit,kits,1,54.41,False,2024-06-11T21:49:17
3231,pia,widget c,widgets,1,17.02,False,2024-02-08T10:04:06
3232,mari,starter kit,kits,1,36.87,True,2024-02-07T11:50:18
3233,yuri,pro kit,kits,1,49.14,False,2024-04-14T09:17:41
3234,pia,gizmo x,gizmos,1,30.54,False,2024-04-16T11:09:18
3235,uma,widget a,widgets,1,10.3,True,2024-05-10T13:40:31
3236,io,widget a,widgets,2,10.27,False,2024-04-06T15:41:03
3237,yuri,gizmo y,gizmos,1,26.46,True,2024-02-05T13:17:32
3238,eli,widget a,widgets,1,8.84,False,2024-02-22T15:05:33
3239,olav,widget c,widgets,3,16.8,False,2024-04-03T13:46:08
3240,nils,starter kit,kits,1,35.51,False,2024-05-17T11:36:37
3241,timo,gizmo y,gizmos,2,25.41,False,2024-02-20T12:47:06
3242,sofia,widget b,widgets,1,10.99,False,2024-03-19T20:09:48
3243,uma,gizmo y,gizmos,1,24.88,False,2024-03-24T17:23:48
3244,pia,gizmo y,gizmos,1,26.52,False,2024-05-07T09:42:05
3245,mari,gizmo y,gizmos,1,27.36,False,2024-01-17T10:45:24
3246,zara,widget a,widgets,1,9.0,False,2024-01-27T15:14:15
3247,lia,service plan,services,1,19.7,False,2024-01-05T13:59:34
3248,nils,gizmo x,gizmos,1,30.96,True,2024-03-27T16:38:01
3249,timo,gizmo y,gizmos,1,21.49,True,2024-03-26T18:54:42
3250,bruno,gizmo x,gizmos,1,27.02,False,2024-04-08T18:42:07
3251,uma,gizmo y,gizmos,1,23.76,False,2024-02-28T13:27:46
3252,clara,pro kit,kits,1,46.27,True,2024-04-05T15:12:53
3253,ravi,widget a,widgets,2,9.67,False,2024-01-13T18:58:27
3254,clara,gizmo y,gizmos,1,24.58,False,2024-06-28T15:48:48
3255,yuri,addon 2,addons,1,5.49,True,2024-02-18T17:39:28
3256,olav,gizmo y,gizmos,1,21.52,True,2024-03-28T10:25:25
3257,eli,gizmo x,gizmos,1,26.22,False,2024-05-23T18:55:07
3258,ana,addon 1,addons,1,7.1,False,2024-01-19T10:47:24
3259,sofia,starter kit,kits,1,37.68,False,2024-05-18T18:37:02
3260,quin,widget a,widgets,1,8.97,False,2024-03-11T19:00:30
3261,yuri,service plan,services,1,16.83,False,2024-01-25T16:03:38
3262,yuri,gizmo y,gizmos,1,24.38,False,2024-02-10T20:46:20
3263,quin,addon 2,addons,1,5.16,False,2024-01-09T17:25:39
3264,walt,gizmo x,gizmos,1,28.65,False,2024-06-05T21:41:42
3265,zara,gizmo x,gizmos,3,26.31,False,2024-03-22T16:03:53
3266,olav,widget a,widgets,2,9.92,False,2024-06-09T10:23:49
3267,kai,widget a,widgets,1,9.72,False,2024-06-13T16:17:15
3268,lia,widget a,widgets,1,9.32,False,2024-05-14T13:13:07
3269,quin,widget c,widgets,1,17.92,False,2024-04-07T21:58:01
3270,dora,gizmo y,gizmos,1,26.79,False,2024-04-28T14:48:15
3271,walt,widget b,widgets,2,13.72,False,2024-06-03T19:55:29
3272,gia,gizmo x,gizmos,1,30.11,False,2024-06-19T17:05:17
3273,timo,widget a,widgets,1,8.83,False,2024-04-22T12:51:09
3274,ravi,widget b,widgets,1,13.7,False,2024-04-24T14:55:11
3275,nils,widget c,widgets,1,18.85,False,2024-01-05T19:48:56
3276,yuri,addon 2,addons,1,4.89,False,2024-01-05T15:20:45
3277,gia,service plan,services,1,17.4,False,2024-04-30T12:34:57
3278,dora,gizmo x,gizmos,1,30.8,True,2024-06-14T13:49:56
3279,vea,gizmo x,gizmos,1,29.08,False,2024-05-20T21:11:35
3280,gia,widget c,widgets,1,16.66,False,2024-06-16T17:03:32
3281,vea,widget b,widgets,3,11.02,True,2024-01-17T18:16:09
3282,xena,gizmo y,gizmos,1,25.72,False,2024-04-16T15:03:13
3283,ana,gizmo x,gizmos,1,31.56,False,2024-05-09T15:54:17
3284,finn,addon 1,addons,1,7.15,False,2024-04-28T10:00:53
3285,uma,gizmo y,gizmos,1,20.86,True,2024-01-03T17:12:41
3286,finn,widget b,widgets,1,10.54,False,2024-01-14T13:55:38
3287,dora,widget c,widgets,2,19.96,False,2024-06-10T19:49:38
3288,walt,starter kit,kits,1,38.85,False,2024-01-06T11:34:08
3289,sofia,widget c,widgets,1,17.8,False,2024-02-14T12:51:52
3290,yuri,widget c,widgets,1,21.01,False,2024-06-18T17:14:42
3291,ana,service plan,services,1,20.82,True,2024-06-11T15:38:03
3292,mari,widget a,widgets,1,8.67,False,2024-03-20T09:56:28
3293,clara,widget c,widgets,1,21.37,False,2024-05-27T15:40:44
3294,bruno,widget b,widgets,1,12.72,True,2024-04-21T18:35:07
3295,ravi,widget b,widgets,1,13.7,False,2024-06-11T16:25:41
3296,lia,widget a,widgets,1,9.98,False,2024-02-29T18:47:59
3297,uma,gizmo x,gizmos,1,27.21,False,2024-02-08T16:47:46
3298,yuri,widget b,widgets,1,13.27,False,2024-03-20T13:35:47
3299,eli,addon 2,addons,2,4.42,False,2024-03-30T11:44:51
3300,mari,gizmo y,gizmos,1,25.8,False,2024-04-27T18:31:20
3301,uma,gizmo y,gizmos,2,25.0,False,2024-03-20T13:43:51
3302,zara,gizmo y,gizmos,1,21.96,False,2024-05-24T17:04:41
3303,kai,widget b,widgets,1,11.4,True,2024-05-11T10:30:13
3304,gia,gizmo y,gizmos,2,27.06,False,2024-04-10T16:57:53
3305,eli,gizmo y,gizmos,1,20.41,False,2024-02-14T12:09:03
3306,clara,widget c,widgets,1,20.32,False,2024-03-09T16:58:57
3307,jo,gizmo x,gizmos,1,25.46,False,2024-05-22T16:30:27
3308,quin,gizmo y,gizmos,2,21.94,True,2024-05-05T13:11:29
3309,ana,gizmo y,gizmos,1,23.97,False,2024-01-18T12:57:28
3310,gia,gizmo y,gizmos,2,24.01,True,2024-05-11T15:12:41
3311,ravi,widget b,widgets,1,10.94,True,2024-01-18T10:22:06
3312,io,gizmo x,gizmos,1,26.14,True,2024-05-25T15:13:05
3313,pia,widget b,widgets,1,10.55,False,2024-03-14T17:41:09
3314,kai,widget b,widgets,1,11.83,True,2024-04-26T19:12:28
3315,ana,gizmo x,gizmos,2,30.36,True,2024-05-27T10:02:01
3316,lia,widget c,widgets,1,17.27,False,2024-01-10T12:04:31
3317,bruno,gizmo y,gizmos,1,22.81,False,2024-06-20T10:53:45
3318,walt,widget c,widgets,2,16.94,False,2024-01-18T16:31:19
3319,jo,widget a,widgets,1,8.95,True,2024-01-15T14:32:25
3320,xena,widget c,widgets,1,21.75,False,2024-06-11T10:58:52
3321,gia,starter kit,kits,1,34.74,True,2024-01-08T14:48:26
3322,hans,service plan,services,1,19.94,True,2024-03-09T19:22:06
3323,ana,gizmo y,gizmos,2,26.52,True,2024-02-08T17:18:25
3324,jo,gizmo y,gizmos,1,22.04,True,2024-02-03T15:07:53
3325,dora,widget c,widgets,1,19.56,False,2024-06-05T11:31:27
3326,vea,widget b,widgets,1,10.87,False,2024-05-20T14:37:14
3327,jo,addon 2,addons,2,4.51,False,2024-03-19T10:09:03
3328,gia,widget a,widgets,1,9.23,False,2024-03-20T17:36:09
3329,olav,pro kit,kits,1,54.39,True,2024-04-30T12:26:01
3330,ravi,addon 1,addons,1,6.94,True,2024-03-14T19:58:10
3331,yuri,widget b,widgets,3,13.73,False,2024-05-28T18:44:06
3332,clara,gizmo x,gizmos,3,27.87,True,2024-04-26T11:17:37
3333,bruno,addon 2,addons,1,4.41,False,2024-06-29T13:50:03
3334,hans,gizmo y,gizmos,1,21.55,False,2024-05-21T12:08:51
3335,io,addon 2,addons,1,4.73,True,2024-02-08T18:06:45
3336,walt,addon 2,addons,1,5.2,False,2024-04-10T11:11:38
3337,kai,widget c,widgets,1,21.15,False,2024-06-29T16:55:26
3338,sofia,widget a,widgets,1,7.87,False,2024-06-06T20:44:47
3339,nils,starter kit,kits,2,36.94,True,2024-04-30T15:26:28
3340,ravi,gizmo x,gizmos,1,29.68,False,2024-01-19T17:19:34
3341,xena,widget c,widgets,1,19.51,True,2024-04-20T19:29:16
3342,yuri,widget a,widgets,1,8.61,True,2024-06-21T10:09:07
3343,dora,gizmo y,gizmos,1,25.4,True,2024-02-14T19:01:34
3344,pia,pro kit,kits,1,42.52,False,2024-05-21T09:31:03
3345,dora,gizmo y,gizmos,1,23.87,False,2024-05-09T13:03:32
3346,ravi,addon 2,addons,1,5.11,True,2024-06-27T13:24:23
3347,mari,service plan,services,2,20.61,False,2024-02-03T17:37:33
3348,uma,widget b,widgets,1,13.77,False,2024-03-11T21:31:14
3349,walt,gizmo x,gizmos,1,31.75,False,2024-03-24T20:43:16
3350,xena,service plan,services,1,17.86,True,2024-05-29T13:26:01
3351,quin,widget b,widgets,3,10.6,False,2024-05-07T21:33:51
3352,mari,service plan,services,1,19.69,False,2024-05-02T09:35:59
3353,nils,starter kit,kits,1,37.0,False,2024-01-07T15:12:37
3354,dora,gizmo y,gizmos,1,23.29,False,2024-04-13T09:58:39
3355,io,widget a,widgets,2,7.87,True,2024-02-19T18:08:24
3356,io,gizmo x,gizmos,2,30.36,True,2024-05-04T20:04:03
3357,ravi,gizmo y,gizmos,1,24.46,False,2024-02-18T12:11:13
3358,xena,widget a,widgets,2,8.98,True,2024-01-14T18:06:53
3359,io,widget b,widgets,1,10.24,False,2024-04-29T18:06:19
3360,vea,widget a,widgets,1,8.49,False,2024-01-30T16:01:59
3361,bruno,gizmo y,gizmos,2,23.4,False,2024-01-22T17:54:24
3362,bruno,widget b,widgets,2,12.37,True,2024-01-27T13:12:20
3363,yuri,gizmo y,gizmos,2,27.13,False,2024-02-17T18:01:05
3364,eli,gizmo x,gizmos,1,25.3,True,2024-03-28T19:21:54
3365,dora,gizmo y,gizmos,1,27.03,False,2024-01-15T19:55:54
3366,zara,widget a,widgets,2,7.96,False,2024-05-22T10:58:00
3367,dora,gizmo y,gizmos,2,26.28,False,2024-02-25T10:27:26
3368,olav,widget a,widgets,1,10.17,False,2024-04-29T13:22:53
3369,clara,gizmo y,gizmos,1,24.95,False,2024-06-14T20:50:54
3370,clara,service plan,services,1,18.64,False,2024-03-08T15:56:00
3371,jo,gizmo x,gizmos,1,26.73,False,2024-01-15T19:17:37
3372,uma,gizmo y,gizmos,3,25.13,False,2024-05-22T09:56:57
3373,jo,widget b,widgets,1,11.22,True,2024-05-09T10:07:16
3374,kai,widget a,widgets,1,9.44,False,2024-02-04T10:36:35
3375,nils,widget c,widgets,1,21.84,True,2024-04-29T10:47:45
3376,xena,widget a,widgets,1,9.36,False,2024-05-11T10:39:12
3377,walt,gizmo y,gizmos,1,24.82,False,2024-06-15T11:08:25
3378,lia,gizmo y,gizmos,1,24.51,False,2024-02-10T10:42:25
3379,bruno,widget a,widgets,1,9.35,False,2024-03-19T21:38:42
3380,lia,addon 2,addons,1,4.8,False,2024-06-10T11:25:20
3381,olav,widget b,widgets,1,11.6,True,2024-04-28T15:33:41
3382,lia,gizmo x,gizmos,2,28.79,False,2024-01-16T09:43:39
3383,uma,widget b,widgets,2,10.22,False,2024-04-02T19:17:07
3384,nils,gizmo y,gizmos,1,25.44,False,2024-05-27T09:22:49
3385,ana,addon 2,addons,1,5.15,False,2024-06-28T18:54:16
3386,zara,pro kit,kits,1,43.72,False,2024-01-31T17:19:31
3387,xena,widget c,widgets,2,19.91,True,2024-01-27T11:25:56
3388,finn,widget b,widgets,1,12.13,False,2024-06-06T15:27:29
3389,quin,gizmo y,gizmos,1,22.54,True,2024-01-18T20:06:36
3390,yuri,pro kit,kits,1,43.35,False,2024-05-22T20:53:22
3391,dora,addon 1,addons,1,7.68,False,2024-02-27T10:14:09
3392,kai,pro kit,kits,2,44.07,False,2024-04-17T20:08:53
3393,ana,addon 2,addons,1,5.21,False,2024-03-06T14:11:46
3394,pia,widget a,widgets,1,8.9,True,2024-01-24T12:11:34
3395,ravi,widget a,widgets,1,8.46,False,2024-06-14T13:55:33
3396,walt,gizmo x,gizmos,1,29.99,False,2024-01-24T17:11:14
3397,yuri,gizmo y,gizmos,1,24.4,False,2024-02-22T14:23:37
3398,uma,widget a,widgets,1,9.38,False,2024-06-17T12:58:57
3399,hans,widget b,widgets,2,11.99,False,2024-04-26T09:54:28
3400,vea,pro kit,kits,1,53.01,False,2024-01-19T19:14:15
3401,timo,pro kit,kits,1,55.14,True,2024-05-11T18:55:26
3402,sofia,widget c,widgets,1,21.61,False,2024-05-22T17:45:07
3403,sofia,widget a,widgets,1,8.4,False,2024-05-14T15:58:31
3404,timo,service plan,services,1,20.08,False,2024-01-29T18:45:35
3405,zara,widget a,widgets,1,9.62,False,2024-03-17T16:00:36
3406,hans,widget c,widgets,1,21.24,True,2024-02-28T16:21:28
3407,nils,widget b,widgets,1,12.22,False,2024-06-12T13:29:09
3408,bruno,widget b,widgets,1,12.04,True,2024-05-11T14:20:13
3409,timo,service plan,services,2,17.84,False,2024-05-20T20:32:03
3410,pia,widget c,widgets,1,21.15,True,2024-02-21T12:53:13
3411,finn,widget b,widgets,2,10.83,False,2024-01-02T09:46:35
3412,io,widget b,widgets,1,12.79,False,2024-06-20T10:31:46
3413,mari,addon 1,addons,1,6.61,False,2024-06-23T09:14:46
3414,mari,gizmo x,gizmos,1,27.95,True,2024-01-31T16:04:30
3415,bruno,widget b,widgets,1,10.72,False,2024-05-03T13:30:40
3416,lia,widget b,widgets,2,11.36,False,2024-05-27T11:51:16
3417,quin,widget a,widgets,1,10.11,True,2024-03-20T11:05:35
3418,walt,widget b,widgets,1,10.56,False,2024-01-29T20:05:38
3419,eli,widget a,widgets,1,8.75,False,2024-05-19T10:43:54
3420,lia,service plan,services,1,18.46,False,2024-03-27T13:20:55
3421,ana,widget b,widgets,2,12.91,False,2024-01-23T12:47:50
3422,sofia,widget a,widgets,1,9.76,False,2024-01-02T17:04:36
3423,eli,widget a,widgets,1,7.78,False,2024-04-27T12:08:13
3424,lia,pro kit,kits,1,42.9,True,2024-01-11T21:21:05
3425,ana,gizmo y,gizmos,1,23.5,False,2024-02-03T18:46:08
3426,kai,widget c,widgets,1,16.51,False,2024-03-05T14:17:04
3427,timo,gizmo x,gizmos,1,30.06,False,2024-02-11T12:50:59
3428,jo,addon 1,addons,1,8.0,True,2024-02-12T21:13:20
3429,mari,pro kit,kits,1,53.14,False,2024-02-22T15:26:11
3430,jo,widget c,widgets,2,18.68,False,2024-01-22T19:25:10
3431,jo,addon 1,addons,1,7.24,False,2024-06-16T09:20:44
3432,vea,gizmo x,gizmos,1,28.31,False,2024-01-11T11:33:54
3433,vea,gizmo x,gizmos,1,24.88,False,2024-04-10T21:20:54
3434,walt,pro kit,kits,1,47.63,True,2024-05-11T09:41:31
3435,eli,widget a,widgets,1,8.71,False,2024-05-03T18:21:43
3436,olav,gizmo x,gizmos,1,26.43,True,2024-01-28T18:47:34
3437,vea,gizmo y,gizmos,1,21.52,False,2024-03-10T19:43:27
3438,quin,starter kit,kits,1,35.73,False,2024-01-16T10:15:53
3439,eli,gizmo x,gizmos,1,24.9,False,2024-03-23T16:35:47
3440,kai,gizmo x,gizmos,1,29.33,False,2024-01-28T12:10:28
3441,walt,gizmo x,gizmos,1,28.45,False,2024-04-24T15:42:59
3442,mari,widget c,widgets,3,20.45,False,2024-02-17T16:43:50
3443,vea,pro kit,kits,1,50.03,False,2024-03-03T12:19:29
3444,quin,widget a,widgets,1,8.39,False,2024-05-28T14:42:01
3445,finn,addon 2,addons,1,4.9,False,2024-06-08T13:12:02
3446,lia,widget b,widgets,1,13.78,False,2024-03-04T12:22:02
3447,pia,addon 1,addons,1,6.61,False,2024-04-21T18:02:50
3448,nils,gizmo x,gizmos,1,29.77,True,2024-02-20T18:29:47
3449,jo,widget b,widgets,1,11.66,True,2024-01-02T09:20:07
3450,nils,service plan,services,1,18.33,False,2024-06-05T11:25:29
3451,vea,gizmo x,gizmos,2,31.18,False,2024-05-09T10:22:19
3452,finn,gizmo x,gizmos,1,30.76,False,2024-04-16T10:24:32
3453,gia,widget c,widgets,2,16.57,False,2024-02-25T19:27:46
3454,lia,widget c,widgets,1,17.27,False,2024-03-25T20:04:56
3455,walt,widget a,widgets,1,8.58,False,2024-04-13T11:01:18
3456,lia,gizmo y,gizmos,1,25.12,False,2024-02-07T19:20:24
3457,timo,widget a,widgets,1,9.15,False,2024-06-20T16:50:04
3458,eli,gizmo x,gizmos,1,31.01,True,2024-01-11T12:29:06
3459,sofia,gizmo y,gizmos,1,25.57,False,2024-03-14T20:04:34
3460,olav,widget b,widgets,1,10.99,True,2024-06-06T17:29:05
3461,nils,widget a,widgets,1,8.02,False,2024-01-28T20:26:56
3462,bruno,starter kit,kits,1,43.89,True,2024-05-28T16:57:04
3463,yuri,starter kit,kits,1,44.77,True,2024-06-03T12:26:40
3464,vea,widget a,widgets,2,9.03,False,2024-05-05T20:51:01
3465,timo,widget a,widgets,1,8.68,False,2024-04-26T13:37:16
3466,io,gizmo y,gizmos,2,26.71,False,2024-01-05T16:42:32
3467,lia,gizmo y,gizmos,1,26.4,True,2024-02-04T10:25:13
3468,io,widget b,widgets,2,13.55,False,2024-05-30T09:47:03
3469,clara,widget c,widgets,1,16.78,False,2024-06-12T16:35:19
3470,walt,widget a,widgets,1,7.78,False,2024-05-13T13:40:31
3471,sofia,widget a,widgets,1,9.37,True,2024-01-12T11:44:14
3472,hans,gizmo x,gizmos,1,29.08,True,2024-02-09T14:46:04
3473,gia,widget a,widgets,1,9.39,False,2024-03-24T12:19:08
3474,lia,widget b,widgets,1,12.5,True,2024-03-14T13:39:02
3475,kai,gizmo x,gizmos,1,31.96,False,2024-02-17T10:56:48
3476,timo,gizmo x,gizmos,2,30.37,False,2024-04-20T10:17:46
3477,walt,gizmo x,gizmos,1,25.54,True,2024-03-07T18:12:57
3478,mari,gizmo y,gizmos,3,21.21,False,2024-03-26T16:21:33
3479,mari,gizmo y,gizmos,1,24.15,False,2024-01-30T10:32:42
3480,pia,addon 1,addons,2,6.65,False,2024-02-07T12:45:33
3481,io,gizmo y,gizmos,1,22.9,False,2024-05-08T10:57:28
3482,ravi,widget c,widgets,3,21.78,False,2024-04-18T17:27:27
3483,finn,gizmo x,gizmos,1,25.89,False,2024-05-21T09:11:35
3484,pia,widget a,widgets,1,8.54,False,2024-06-18T15:42:54
3485,ravi,widget b,widgets,1,13.35,True,2024-01-28T20:46:52
3486,quin,widget b,widgets,2,11.86,False,2024-03-11T18:33:20
3487,ravi,gizmo x,gizmos,1,25.26,False,2024-05-14T11:02:49
3488,bruno,widget b,widgets,2,11.53,False,2024-01-20T16:06:24
3489,hans,gizmo y,gizmos,1,21.77,False,2024-04-07T12:16:28
3490,sofia,widget c,widgets,2,20.95,False,2024-05-19T12:09:40
3491,ravi,widget c,widgets,3,20.67,False,2024-06-16T10:43:23
3492,dora,starter kit,kits,1,36.88,False,2024-03-28T15:01:39
3493,quin,gizmo x,gizmos,1,29.89,True,2024-06-14T11:26:57
3494,clara,widget b,widgets,1,11.2,True,2024-05-02T16:14:28
3495,gia,widget a,widgets,1,9.43,False,2024-05-05T16:36:03
3496,pia,gizmo y,gizmos,2,26.04,False,2024-06-19T19:18:58
3497,sofia,pro kit,kits,1,47.01,False,2024-03-04T20:43:13
3498,mari,gizmo x,gizmos,1,25.0,False,2024-05-04T17:56:14
3499,hans,widget c,widgets,1,19.66,False,2024-01-30T15:42:58
3500,jo,addon 2,addons,1,4.8,False,2024-04-23T16:00:54
3501,walt,widget a,widgets,1,9.7,True,2024-04-23T14:22:35
3502,ana,widget c,widgets,1,18.88,True,2024-01-10T10:12:00
3503,dora,gizmo y,gizmos,1,26.94,False,2024-05-15T15:40:33
3504,dora,gizmo x,gizmos,1,32.56,False,2024-01-06T21:55:16
3505,bruno,widget c,widgets,1,20.24,False,2024-06-02T17:10:58
3506,kai,starter kit,kits,2,35.53,False,2024-04-02T12:07:16
3507,walt,gizmo x,gizmos,2,29.87,True,2024-04-13T16:02:34
3508,sofia,widget c,widgets,1,21.68,False,2024-06-17T19:20:46
3509,mari,gizmo x,gizmos,2,24.85,True,2024-06-20T11:01:41
3510,pia,addon 2,addons,1,4.47,False,2024-02-26T16:37:37
3511,ravi,gizmo y,gizmos,2,27.52,False,2024-01-24T16:09:30
